index,lat_deg,lon_deg,cumulative_surface_distance_km,cumulative_flight_distance_km,density_kg_m3,temperature_k,pressure_pa
1,59.858600,17.638900,0.000,0.000,0.06972440,213.873,4280.528
2,59.972773,17.586291,13.030,13.073,0.06970915,213.868,4279.501
3,60.086932,17.533304,26.060,26.148,0.06969365,213.863,4278.456
4,60.201077,17.479921,39.092,39.223,0.06967843,213.859,4277.427
5,60.315206,17.426129,52.125,52.300,0.06966333,213.854,4276.401
6,60.429314,17.371911,65.159,65.377,0.06964816,213.849,4275.370
7,60.543402,17.317253,78.193,78.455,0.06963301,213.844,4274.338
8,60.657466,17.262137,91.228,91.534,0.06961772,213.838,4273.295
9,60.771506,17.206548,104.265,104.614,0.06960277,213.833,4272.271
10,60.885517,17.150470,117.301,117.694,0.06958763,213.828,4271.234
11,60.999500,17.093885,130.339,130.775,0.06957267,213.822,4270.207
12,61.113451,17.036776,143.377,143.857,0.06955787,213.817,4269.186
13,61.227369,16.979127,156.416,156.940,0.06954280,213.811,4268.147
14,61.341253,16.920919,169.455,170.023,0.06952813,213.805,4267.133
15,61.455100,16.862135,182.495,183.107,0.06951326,213.799,4266.103
16,61.568908,16.802757,195.536,196.191,0.06949860,213.793,4265.084
17,61.682676,16.742766,208.578,209.276,0.06948387,213.787,4264.059
18,61.796403,16.682144,221.620,222.362,0.06946936,213.781,4263.047
19,61.910085,16.620871,234.663,235.449,0.06945475,213.775,4262.028
20,62.023723,16.558928,247.707,248.537,0.06944017,213.769,4261.008
21,62.137314,16.496295,260.752,261.626,0.06942566,213.762,4259.992
22,62.250857,16.432954,273.798,274.715,0.06941127,213.756,4258.981
23,62.364349,16.368882,286.845,287.806,0.06939696,213.749,4257.973
24,62.477790,16.304060,299.893,300.897,0.06938250,213.743,4256.957
25,62.591179,16.238467,312.942,313.990,0.06936834,213.736,4255.957
26,62.704513,16.172081,325.993,327.085,0.06935409,213.730,4254.950
27,62.817791,16.104881,339.045,340.180,0.06933986,213.723,4253.941
28,62.931012,16.036844,352.099,353.278,0.06932582,213.716,4252.945
29,63.044174,15.967948,365.154,366.377,0.06931186,213.709,4251.953
30,63.157276,15.898171,378.211,379.477,0.06929789,213.702,4250.959
31,63.270317,15.827488,391.270,392.580,0.06928400,213.695,4249.969
32,63.383295,15.755877,404.331,405.685,0.06926983,213.688,4248.960
33,63.496209,15.683314,417.395,418.793,0.06925607,213.681,4247.976
34,63.609058,15.609774,430.461,431.902,0.06924232,213.674,4246.992
35,63.721840,15.535232,443.529,445.015,0.06922870,213.667,4246.015
36,63.834554,15.459662,456.601,458.130,0.06921507,213.660,4245.038
37,63.947199,15.383040,469.676,471.249,0.06920134,213.653,4244.051
38,64.059773,15.305342,482.754,484.370,0.06918778,213.646,4243.076
39,64.172276,15.226559,495.835,497.496,0.06917423,213.638,4242.101
40,64.284708,15.146689,508.920,510.624,0.06916068,213.631,4241.125
41,64.397068,15.065730,522.007,523.756,0.06914739,213.624,4240.165
42,64.509356,14.983682,535.099,536.891,0.06913412,213.616,4239.206
43,64.621572,14.900540,548.193,550.029,0.06912091,213.609,4238.249
44,64.733714,14.816304,561.290,563.170,0.06910758,213.602,4237.285
45,64.845784,14.730971,574.391,576.314,0.06909449,213.594,4236.337
46,64.957779,14.644539,587.494,589.462,0.06908137,213.587,4235.385
47,65.069701,14.557006,600.601,602.612,0.06906822,213.579,4234.431
48,65.181548,14.468370,613.711,615.766,0.06905522,213.572,4233.487
49,65.293320,14.378628,626.823,628.922,0.06904242,213.565,4232.556
50,65.405016,14.287779,639.938,642.082,0.06902950,213.557,4231.616
51,65.516637,14.195819,653.057,655.244,0.06901663,213.550,4230.680
52,65.628182,14.102747,666.177,668.408,0.06900384,213.542,4229.748
53,65.739650,14.008559,679.301,681.576,0.06899111,213.535,4228.821
54,65.851041,13.913254,692.427,694.746,0.06897858,213.527,4227.906
55,65.962354,13.816829,705.555,707.918,0.06896592,213.520,4226.983
56,66.073589,13.719282,718.686,721.093,0.06895334,213.513,4226.065
57,66.184746,13.620609,731.820,734.271,0.06894081,213.505,4225.151
58,66.295825,13.520809,744.956,747.450,0.06892835,213.498,4224.242
59,66.406824,13.419878,758.093,760.632,0.06891596,213.490,4223.336
60,66.517743,13.317814,771.233,773.816,0.06890365,213.483,4222.438
61,66.628582,13.214614,784.376,787.002,0.06889133,213.476,4221.537
62,66.739340,13.110275,797.520,800.190,0.06887902,213.468,4220.640
63,66.850018,13.004795,810.665,813.380,0.06886683,213.461,4219.750
64,66.960614,12.898170,823.813,826.572,0.06885472,213.454,4218.864
65,67.071128,12.790397,836.963,839.765,0.06884268,213.447,4217.984
66,67.181559,12.681474,850.114,852.961,0.06883056,213.440,4217.100
67,67.291908,12.571397,863.266,866.157,0.06881858,213.433,4216.226
68,67.402174,12.460163,876.420,879.355,0.06880662,213.425,4215.353
69,67.512356,12.347769,889.575,892.554,0.06879477,213.418,4214.487
70,67.622455,12.234212,902.732,905.755,0.06878300,213.411,4213.628
71,67.732468,12.119488,915.889,918.956,0.06877115,213.404,4212.766
72,67.842397,12.003594,929.048,932.159,0.06875938,213.398,4211.908
73,67.952241,11.886527,942.207,945.363,0.06874768,213.391,4211.058
74,68.061999,11.768284,955.368,958.567,0.06873611,213.384,4210.215
75,68.171671,11.648859,968.529,971.772,0.06872435,213.377,4209.361
76,68.281257,11.528251,981.690,984.978,0.06871285,213.371,4208.525
77,68.390755,11.406455,994.853,998.184,0.06870148,213.364,4207.700
78,68.500167,11.283468,1008.015,1011.391,0.06868990,213.357,4206.861
79,68.609491,11.159286,1021.178,1024.598,0.06867855,213.351,4206.038
80,68.718728,11.033905,1034.341,1037.805,0.06866725,213.345,4205.219
81,68.827876,10.907320,1047.505,1051.013,0.06865589,213.338,4204.399
82,68.936935,10.779529,1060.668,1064.220,0.06864460,213.332,4203.584
83,69.045906,10.650526,1073.831,1077.427,0.06863330,213.326,4202.771
84,69.154788,10.520309,1086.994,1090.634,0.06862208,213.320,4201.964
85,69.263580,10.388872,1100.156,1103.841,0.06861100,213.314,4201.167
86,69.372282,10.256211,1113.319,1117.047,0.06860003,213.308,4200.377
87,69.480894,10.122322,1126.480,1130.253,0.06858894,213.302,4199.583
88,69.589416,9.987200,1139.641,1143.458,0.06857799,213.296,4198.799
89,69.697848,9.850841,1152.801,1156.662,0.06856697,213.290,4198.012
90,69.806188,9.713240,1165.961,1169.865,0.06855601,213.285,4197.231
91,69.914438,9.574392,1179.119,1183.068,0.06854519,213.279,4196.461
92,70.022596,9.434293,1192.276,1196.269,0.06853438,213.274,4195.692
93,70.130663,9.292937,1205.432,1209.469,0.06852370,213.268,4194.933
94,70.238639,9.150319,1218.587,1222.668,0.06851288,213.263,4194.168
95,70.346522,9.006435,1231.741,1235.866,0.06850220,213.258,4193.414
96,70.454313,8.861279,1244.893,1249.062,0.06849158,213.253,4192.665
97,70.562013,8.714846,1258.043,1262.256,0.06848083,213.248,4191.911
98,70.669620,8.567130,1271.192,1275.449,0.06847030,213.243,4191.171
99,70.777135,8.418125,1284.339,1288.640,0.06845981,213.239,4190.437
100,70.884557,8.267826,1297.484,1301.829,0.06844921,213.234,4189.698
101,70.991887,8.116227,1310.627,1315.016,0.06843900,213.230,4188.985
102,71.099125,7.963323,1323.768,1328.201,0.06842852,213.225,4188.258
103,71.206269,7.809106,1336.907,1341.384,0.06841798,213.221,4187.529
104,71.313321,7.653571,1350.044,1354.565,0.06840778,213.217,4186.824
105,71.420281,7.496711,1363.178,1367.743,0.06839751,213.213,4186.116
106,71.527148,7.338520,1376.310,1380.919,0.06838711,213.209,4185.403
107,71.633922,7.178991,1389.439,1394.092,0.06837684,213.205,4184.701
108,71.740604,7.018118,1402.566,1407.263,0.06836683,213.202,4184.017
109,71.847193,6.855893,1415.690,1420.431,0.06835656,213.198,4183.320
110,71.953690,6.692309,1428.811,1433.596,0.06834649,213.195,4182.637
111,72.060095,6.527359,1441.929,1446.758,0.06833643,213.191,4181.958
112,72.166408,6.361035,1455.044,1459.917,0.06832643,213.188,4181.283
113,72.272629,6.193330,1468.157,1473.073,0.06831631,213.185,4180.606
114,72.378758,6.024236,1481.266,1486.226,0.06830637,213.182,4179.940
115,72.484795,5.853745,1494.372,1499.376,0.06829644,213.180,4179.279
116,72.590742,5.681848,1507.475,1512.523,0.06828645,213.177,4178.617
117,72.696597,5.508537,1520.574,1525.666,0.06827652,213.175,4177.961
118,72.802361,5.333804,1533.670,1538.806,0.06826673,213.172,4177.317
119,72.908035,5.157639,1546.763,1551.943,0.06825694,213.170,4176.676
120,73.013619,4.980034,1559.852,1565.076,0.06824715,213.168,4176.037
121,73.119113,4.800978,1572.937,1578.205,0.06823756,213.166,4175.413
122,73.224517,4.620463,1586.019,1591.331,0.06822763,213.164,4174.771
123,73.329832,4.438478,1599.097,1604.453,0.06821791,213.163,4174.145
124,73.435059,4.255014,1612.172,1617.571,0.06820839,213.161,4173.534
125,73.540197,4.070060,1625.243,1630.685,0.06819868,213.160,4172.915
126,73.645248,3.883605,1638.309,1643.796,0.06818916,213.159,4172.309
127,73.750211,3.695638,1651.372,1656.903,0.06817950,213.158,4171.698
128,73.855088,3.506148,1664.432,1670.006,0.06816993,213.157,4171.096
129,73.959879,3.315123,1677.487,1683.105,0.06816049,213.156,4170.505
130,74.064583,3.122552,1690.538,1696.200,0.06815097,213.156,4169.913
131,74.169203,2.928422,1703.585,1709.290,0.06814178,213.156,4169.343
132,74.273738,2.732720,1716.629,1722.377,0.06813221,213.155,4168.752
133,74.378190,2.535433,1729.668,1735.460,0.06812264,213.155,4168.167
134,74.482558,2.336549,1742.703,1748.539,0.06811345,213.155,4167.606
135,74.586844,2.136052,1755.734,1761.614,0.06810402,213.156,4167.034
136,74.691048,1.933930,1768.761,1774.685,0.06809471,213.156,4166.472
137,74.795172,1.730167,1781.784,1787.751,0.06808534,213.157,4165.911
138,74.899215,1.524748,1794.803,1800.814,0.06807616,213.157,4165.364
139,75.003179,1.317657,1807.818,1813.872,0.06806693,213.158,4164.816
140,75.107064,1.108879,1820.828,1826.926,0.06805769,213.159,4164.271
141,75.210871,0.898398,1833.835,1839.977,0.06804853,213.161,4163.735
142,75.314602,0.686195,1846.838,1853.023,0.06803930,213.162,4163.199
143,75.418256,0.472253,1859.837,1866.065,0.06803019,213.164,4162.673
144,75.521836,0.256555,1872.831,1879.103,0.06802090,213.165,4162.138
145,75.625342,0.039081,1885.822,1892.137,0.06801181,213.167,4161.620
146,75.728774,-0.180187,1898.809,1905.168,0.06800272,213.169,4161.104
147,75.832135,-0.401271,1911.792,1918.194,0.06799369,213.172,4160.595
148,75.935424,-0.624190,1924.771,1931.217,0.06798473,213.174,4160.096
149,76.038643,-0.848966,1937.746,1944.236,0.06797551,213.177,4159.583
150,76.141794,-1.075622,1950.718,1957.251,0.06796674,213.179,4159.100
151,76.244876,-1.304179,1963.686,1970.262,0.06795759,213.182,4158.598
152,76.347892,-1.534661,1976.650,1983.270,0.06794864,213.186,4158.112
153,76.450843,-1.767093,1989.611,1996.274,0.06793970,213.189,4157.629
154,76.553729,-2.001501,2002.568,2009.275,0.06793074,213.192,4157.150
155,76.656552,-2.237909,2015.522,2022.272,0.06792173,213.196,4156.669
156,76.759312,-2.476346,2028.473,2035.266,0.06791292,213.200,4156.206
157,76.862012,-2.716839,2041.421,2048.257,0.06790409,213.204,4155.744
158,76.964653,-2.959417,2054.365,2061.245,0.06789516,213.208,4155.280
159,77.067235,-3.204111,2067.307,2074.230,0.06788615,213.213,4154.813
160,77.169760,-3.450951,2080.245,2087.212,0.06787747,213.217,4154.371
161,77.272230,-3.699970,2093.181,2100.191,0.06786861,213.222,4153.921
162,77.374645,-3.951201,2106.114,2113.168,0.06785980,213.227,4153.478
163,77.477008,-4.204678,2119.045,2126.142,0.06785093,213.232,4153.036
164,77.579318,-4.460439,2131.974,2139.113,0.06784226,213.237,4152.609
165,77.681579,-4.718520,2144.900,2152.083,0.06783346,213.243,4152.177
166,77.783790,-4.978959,2157.824,2165.050,0.06782466,213.248,4151.749
167,77.885954,-5.241798,2170.746,2178.016,0.06781600,213.254,4151.333
168,77.988072,-5.507078,2183.666,2190.979,0.06780721,213.260,4150.912
169,78.090145,-5.774842,2196.585,2203.941,0.06779854,213.267,4150.503
170,78.192174,-6.045136,2209.503,2216.902,0.06778975,213.273,4150.089
171,78.294162,-6.318006,2222.419,2229.862,0.06778109,213.280,4149.688
172,78.396109,-6.593500,2235.334,2242.820,0.06777251,213.286,4149.294
173,78.498016,-6.871671,2248.248,2255.778,0.06776378,213.293,4148.896
174,78.599887,-7.152570,2261.162,2268.734,0.06775507,213.301,4148.502
175,78.701720,-7.436251,2274.075,2281.691,0.06774630,213.308,4148.109
176,78.803519,-7.722774,2286.988,2294.647,0.06773777,213.315,4147.733
177,78.905284,-8.012195,2299.901,2307.603,0.06772913,213.323,4147.355
178,79.007017,-8.304578,2312.814,2320.560,0.06772061,213.331,4146.987
179,79.108719,-8.599988,2325.728,2333.517,0.06771191,213.339,4146.611
180,79.210389,-8.898506,2338.643,2346.474,0.06770334,213.348,4146.250
181,79.312025,-9.200233,2351.558,2359.433,0.06769477,213.356,4145.889
182,79.413622,-9.505272,2364.474,2372.392,0.06768626,213.365,4145.537
183,79.515179,-9.813731,2377.391,2385.353,0.06767763,213.374,4145.181
184,79.616690,-10.125723,2390.309,2398.314,0.06766899,213.383,4144.828
185,79.718153,-10.441362,2403.229,2411.277,0.06766043,213.392,4144.484
186,79.819563,-10.760769,2416.150,2424.241,0.06765173,213.402,4144.136
187,79.920918,-11.084069,2429.072,2437.207,0.06764337,213.411,4143.812
188,80.022212,-11.411392,2441.996,2450.174,0.06763487,213.421,4143.482
189,80.123441,-11.742872,2454.922,2463.143,0.06762632,213.431,4143.153
190,80.224600,-12.078649,2467.850,2476.114,0.06761771,213.441,4142.826
191,80.325686,-12.418868,2480.779,2489.087,0.06760927,213.452,4142.513
192,80.426693,-12.763679,2493.711,2502.062,0.06760080,213.463,4142.201
193,80.527615,-13.113241,2506.645,2515.040,0.06759231,213.473,4141.891
194,80.628448,-13.467714,2519.581,2528.019,0.06758383,213.484,4141.586
195,80.729185,-13.827271,2532.520,2541.001,0.06757561,213.496,4141.301
196,80.829821,-14.192085,2545.461,2553.985,0.06756712,213.507,4141.004
197,80.930349,-14.562342,2558.404,2566.972,0.06755865,213.519,4140.711
198,81.030764,-14.938232,2571.350,2579.962,0.06755024,213.531,4140.427
199,81.131058,-15.319954,2584.299,2592.954,0.06754182,213.543,4140.146
200,81.231223,-15.707715,2597.251,2605.949,0.06753336,213.555,4139.866
201,81.331254,-16.101731,2610.206,2618.947,0.06752515,213.568,4139.605
202,81.431141,-16.502226,2623.164,2631.948,0.06751667,213.581,4139.332
203,81.530877,-16.909434,2636.124,2644.952,0.06750854,213.594,4139.084
204,81.630453,-17.323601,2649.088,2657.960,0.06750033,213.607,4138.835
205,81.729860,-17.744980,2662.055,2670.970,0.06749193,213.620,4138.580
206,81.829089,-18.173836,2675.026,2683.984,0.06748373,213.634,4138.339
207,81.928130,-18.610446,2688.000,2697.002,0.06747546,213.647,4138.099
208,82.026972,-19.055100,2700.977,2710.022,0.06746721,213.661,4137.865
209,82.125605,-19.508098,2713.958,2723.047,0.06745913,213.676,4137.645
210,82.224018,-19.969755,2726.942,2736.074,0.06745100,213.690,4137.424
211,82.322197,-20.440399,2739.930,2749.106,0.06744280,213.705,4137.205
212,82.420132,-20.920372,2752.922,2762.141,0.06743468,213.719,4136.994
213,82.517808,-21.410032,2765.917,2775.180,0.06742661,213.735,4136.791
214,82.615211,-21.909753,2778.917,2788.223,0.06741842,213.750,4136.584
215,82.712328,-22.419924,2791.920,2801.270,0.06741042,213.765,4136.393
216,82.809142,-22.940953,2804.927,2814.321,0.06740236,213.781,4136.203
217,82.905638,-23.473265,2817.939,2827.376,0.06739450,213.797,4136.028
218,83.001799,-24.017304,2830.954,2840.435,0.06738645,213.813,4135.846
219,83.097607,-24.573534,2843.973,2853.498,0.06737852,213.829,4135.676
220,83.193042,-25.142438,2856.997,2866.565,0.06737060,213.846,4135.511
221,83.288085,-25.724524,2870.025,2879.636,0.06736274,213.863,4135.354
222,83.382716,-26.320317,2883.057,2892.712,0.06735481,213.880,4135.195
223,83.476911,-26.930370,2896.093,2905.792,0.06734703,213.897,4135.052
224,83.570649,-27.555257,2909.134,2918.876,0.06733917,213.915,4134.906
225,83.663903,-28.195577,2922.179,2931.965,0.06733144,213.932,4134.774
226,83.756650,-28.851955,2935.228,2945.058,0.06732360,213.950,4134.637
227,83.848860,-29.525043,2948.282,2958.156,0.06731588,213.968,4134.513
228,83.940506,-30.215519,2961.341,2971.258,0.06730828,213.987,4134.402
229,84.031556,-30.924088,2974.404,2984.365,0.06730063,214.005,4134.291
230,84.121980,-31.651485,2987.471,2997.476,0.06729309,214.024,4134.189
231,84.211743,-32.398474,3000.543,3010.592,0.06728545,214.043,4134.088
232,84.300808,-33.165844,3013.620,3023.712,0.06727785,214.062,4133.992
233,84.389139,-33.954418,3026.701,3036.837,0.06727033,214.082,4133.906
234,84.476696,-34.765045,3039.787,3049.967,0.06726293,214.101,4133.831
235,84.563435,-35.598602,3052.878,3063.102,0.06725548,214.121,4133.757
236,84.649314,-36.455997,3065.973,3076.241,0.06724803,214.141,4133.688
237,84.734284,-37.338160,3079.074,3089.385,0.06724070,214.162,4133.628
238,84.818296,-38.246051,3092.178,3102.534,0.06723332,214.182,4133.571
239,84.901298,-39.180649,3105.288,3115.688,0.06722593,214.203,4133.518
240,84.983235,-40.142956,3118.403,3128.846,0.06721880,214.224,4133.485
241,85.064048,-41.133991,3131.522,3142.009,0.06721147,214.245,4133.444
242,85.143677,-42.154785,3144.646,3155.177,0.06720442,214.267,4133.424
243,85.222056,-43.206378,3157.775,3168.350,0.06719721,214.288,4133.398
244,85.299119,-44.289811,3170.909,3181.528,0.06719021,214.310,4133.390
245,85.374793,-45.406121,3184.048,3194.711,0.06718308,214.332,4133.378
246,85.449005,-46.556332,3197.191,3207.898,0.06717596,214.355,4133.371
247,85.521676,-47.741445,3210.340,3221.091,0.06716897,214.377,4133.375
248,85.592725,-48.962428,3223.493,3234.288,0.06716216,214.400,4133.394
249,85.662066,-50.220200,3236.651,3247.491,0.06715523,214.423,4133.411
250,85.729611,-51.515623,3249.815,3260.698,0.06714843,214.446,4133.440
251,85.795267,-52.849482,3262.983,3273.910,0.06714156,214.470,4133.468
252,85.858939,-54.222467,3276.156,3287.127,0.06713495,214.493,4133.518
253,85.920527,-55.635158,3289.333,3300.349,0.06712815,214.517,4133.558
254,85.979932,-57.088003,3302.516,3313.576,0.06712167,214.541,4133.623
255,86.037048,-58.581293,3315.704,3326.808,0.06711493,214.565,4133.676
256,86.091770,-60.115146,3328.896,3340.045,0.06710839,214.590,4133.746
257,86.143990,-61.689480,3342.094,3353.286,0.06710192,214.615,4133.823
258,86.193598,-63.303990,3355.296,3366.533,0.06709544,214.640,4133.905
259,86.240485,-64.958127,3368.504,3379.784,0.06708903,214.665,4133.994
260,86.284544,-66.651077,3381.716,3393.041,0.06708267,214.690,4134.091
261,86.325665,-68.381740,3394.933,3406.302,0.06707633,214.716,4134.193
262,86.363743,-70.148717,3408.155,3419.568,0.06707010,214.742,4134.306
263,86.398676,-71.950296,3421.381,3432.839,0.06706382,214.768,4134.419
264,86.430365,-73.784445,3434.613,3446.115,0.06705761,214.794,4134.542
265,86.458717,-75.648813,3447.849,3459.396,0.06705163,214.820,4134.682
266,86.483646,-77.540731,3461.090,3472.681,0.06704555,214.847,4134.820
267,86.505073,-79.457228,3474.337,3485.972,0.06703965,214.874,4134.974
268,86.522926,-81.395050,3487.587,3499.267,0.06703369,214.901,4135.126
269,86.537145,-83.350687,3500.843,3512.567,0.06702773,214.928,4135.283
270,86.547679,-85.320407,3514.103,3525.872,0.06702201,214.956,4135.459
271,86.554489,-87.300299,3527.368,3539.181,0.06701625,214.983,4135.636
272,86.557546,-89.286318,3540.638,3552.496,0.06701048,215.011,4135.817
273,86.556835,-91.274334,3553.913,3565.815,0.06700471,215.039,4136.001
274,86.552352,-93.260191,3567.192,3579.138,0.06699945,215.068,4136.221
275,86.544108,-95.239756,3580.476,3592.467,0.06699380,215.096,4136.421
276,86.532122,-97.208976,3593.765,3605.800,0.06698828,215.125,4136.632
277,86.516430,-99.163927,3607.058,3619.138,0.06698309,215.154,4136.868
278,86.497074,-101.100863,3620.356,3632.480,0.06697764,215.183,4137.091
279,86.474111,-103.016257,3633.658,3645.827,0.06697225,215.212,4137.321
280,86.447605,-104.906833,3646.965,3659.178,0.06696700,215.242,4137.563
281,86.417631,-106.769599,3660.276,3672.534,0.06696198,215.271,4137.824
282,86.384268,-108.601864,3673.592,3685.895,0.06695698,215.301,4138.091
283,86.347607,-110.401253,3686.913,3699.260,0.06695192,215.331,4138.355
284,86.307739,-112.165708,3700.238,3712.630,0.06694704,215.362,4138.635
285,86.264764,-113.893496,3713.567,3726.004,0.06694204,215.392,4138.912
286,86.218784,-115.583193,3726.901,3739.382,0.06693734,215.423,4139.210
287,86.169901,-117.233678,3740.239,3752.765,0.06693266,215.454,4139.513
288,86.118222,-118.844116,3753.582,3766.152,0.06692790,215.485,4139.815
289,86.063853,-120.413940,3766.928,3779.543,0.06692328,215.516,4140.129
290,86.006899,-121.942826,3780.279,3792.939,0.06691860,215.547,4140.442
291,85.947467,-123.430678,3793.635,3806.339,0.06691410,215.579,4140.771
292,85.885659,-124.877597,3806.994,3819.744,0.06690972,215.611,4141.109
293,85.821578,-126.283864,3820.358,3833.152,0.06690554,215.642,4141.464
294,85.755323,-127.649916,3833.726,3846.565,0.06690124,215.675,4141.815
295,85.686992,-128.976323,3847.098,3859.982,0.06689712,215.707,4142.180
296,85.616677,-130.263767,3860.474,3873.403,0.06689288,215.739,4142.541
297,85.544470,-131.513028,3873.855,3886.828,0.06688902,215.772,4142.927
298,85.470458,-132.724961,3887.239,3900.257,0.06688502,215.805,4143.311
299,85.394726,-133.900483,3900.627,3913.690,0.06688103,215.838,4143.695
300,85.317354,-135.040557,3914.020,3927.127,0.06687737,215.871,4144.104
301,85.238420,-136.146182,3927.416,3940.568,0.06687357,215.904,4144.508
302,85.157996,-137.218381,3940.816,3954.013,0.06686988,215.938,4144.922
303,85.076154,-138.258190,3954.220,3967.462,0.06686627,215.971,4145.343
304,84.992961,-139.266650,3967.628,3980.915,0.06686286,216.005,4145.779
305,84.908481,-140.244801,3981.039,3994.371,0.06685943,216.039,4146.219
306,84.822775,-141.193675,3994.455,4007.832,0.06685594,216.073,4146.656
307,84.735899,-142.114292,4007.874,4021.296,0.06685290,216.107,4147.125
